username,review_text,rating,at,appversion,sentiment,label_source,review_length
Shady Widjaja,selalu dapat diandalkan best best,5,2024-01-04 03:19:52,4.80.4,positive,rating_rule,33
Jelinda Safitry,Susah pengajuan,3,2024-01-04 03:16:22,4.80.4,neutral,rating_rule,15
Teh Ade,Saya udh bayar gopay later dri tgl 2cuma terlmbat 1hr tgl 34 sya masih dpt tagihan ini sbnra data sya masuk GK si di pihak snaudh gitu langsung d blokir gopaylater syaGPP si di blokir krna salah sya trbat 1hryg sya GK seneng tagihan masih Dateng 2hr kdepan pas sya bayar tahihan,2,2024-01-04 03:09:53,4.80.4,negative,rating_rule,278
syahdan gaming,woilah gojek kurangin dong ongkir nya kayaknya mau pesen makanan mahal di ongkirnya jd males pesen makan,3,2024-01-03 13:10:08,4.80.4,neutral,rating_rule,104
FADILA FITRIANISA,Kenapa di apk go Jek tidak ada go med nya lagi,2,2024-01-04 03:05:41,4.80.4,negative,rating_rule,46
Renz Kun,Abis update malah gabisa buat order gofood  muter muter terus padahal sinyal lancar,1,2023-12-21 15:18:21,4.80.4,negative,rating_rule,83
Lutia Purnama,Diupdate sudah Pas mau dipake gopaylater tau2 diblokirada apa wahai engkau gojek Padahal lumayan membantu ditanggal bokek,1,2024-01-03 13:17:07,4.80.4,negative,rating_rule,121
jack art,LOV YUU,5,2024-01-03 14:13:12,4.80.4,positive,rating_rule,7
nesia cantik,sui banget selak ngeleh,1,2024-01-03 13:19:13,4.80.4,negative,rating_rule,23
Muhammad Idris (Muhdi),Terlalu banyak biaya lain lain makan 57 k ongkir 12 k ada lagi biaya Aplikasi 55 k  biaya Bungkus 25 kini sangat memberatkan dan mempengaruhi minat belanja di GOJEKcocok lah 1 Bintang,1,2024-01-03 13:29:30,4.80.4,negative,rating_rule,183
Ujang Rahmana,Aman nyaman,5,2024-01-03 13:30:36,4.80.4,positive,rating_rule,11
Monica Kumalasari,Gajelas aplikasi ga guna gotopin gotopin bacott,1,2024-01-04 02:53:28,4.80.4,negative,rating_rule,47
Egi Permana,Sikap driver nya ramah  pesanan tepat waktu,5,2024-01-03 13:58:21,4.80.4,positive,rating_rule,43
Hiroki Moruichi,Kenapa ini gojek parah banget baru isi saldo gopay Rp300000 dan sekarang sisa saldo Rp966000 tapi kenapa gojek saya langsung blank tidak mau login lagi Tolong diperbaiki saya perlu saldo saya kembali,1,2023-12-21 15:12:44,4.80.4,negative,rating_rule,199
Tofan Nugroho,Sudah uninstalldiinstall lagi tetep bermasalah Saya pake grab akhirnyagak ada masalah lancar aja Masalahnya saldo go pay saya masih adajadi gak bisa dipakai,1,2023-12-21 14:40:10,4.80.4,negative,rating_rule,156
Herna Wan,Ini kenapa g bisa masuk ke akun Keluar sendiri terus,1,2024-01-03 15:43:12,4.80.4,negative,rating_rule,52
Al Qabir,Makin mantaplah Tambahin terus promonya yach,5,2024-01-03 15:47:43,4.80.4,positive,rating_rule,44
Asri,sekarang lemot nya pollbiasanya sat set ini buka riwayat aja lamanya ga ketulungan,1,2023-12-21 14:51:10,4.80.4,negative,rating_rule,82
Wiwin Iswinarni,Sukaa,5,2024-01-03 23:54:04,4.80.4,positive,rating_rule,5
Su Yoto,Sangat membantu kelancaran aktivitas saya,5,2024-01-03 17:59:58,4.80.4,positive,rating_rule,41
Panda Mas,Ini Napa dah ga bisa masuk jaringan internet tidak stabi padahal jaringan saya full kuota bejibun ribet lu skrg jek padahal saya pengguna setia dari dlu,3,2024-01-03 23:50:31,4.80.4,neutral,rating_rule,152
Dasilah Latif,apaan si ni gojek sekarng susah bngt cari drive nya ga ngerti org urgen apa kasi bintang 1 aj rugi,1,2024-01-03 23:47:24,4.80.4,negative,rating_rule,98
Aura Azra,Top banget membantu,5,2024-01-03 23:44:51,4.80.4,positive,rating_rule,19
Nika Nic,Min apl nya knp ga bs ke buka bru jg di updte malah eror gini Solusi nya gmn nih,1,2024-01-03 18:02:13,4.80.4,negative,rating_rule,80
Achmad Rifaldi,gojek kenapa server kalian kok nggak bener sama sekali tolong lah di perbaiki walau perbaikan nya lama tapi yang penting lancar,3,2024-01-03 22:53:27,4.80.4,neutral,rating_rule,127
Dewit Dessy,So far so good,5,2024-01-03 23:56:59,4.80.4,positive,rating_rule,14
AWAN WANG INDONESIAKU,cintaihargai aplikasi produk anak negeri,5,2024-01-03 22:44:41,4.80.4,positive,rating_rule,40
Neo Dachrul,saya coba pesan GoRide electrik dapet nya lama banget dan juga saya coba pesan Gocar LUXE dapet nya lama banget,1,2023-12-21 14:51:36,4.80.4,negative,rating_rule,111
FAMILY JELAJAH MALAM,Tolong pihak gojek masak paylater saya tidak bisa di gunakan buat bayar di olsop padahal saya butuh di saat tanggal tuasekarang gojek beda sama yg dulu,1,2024-01-03 19:38:18,4.80.4,negative,rating_rule,151
Zahra Syahdan,Good good good,5,2024-01-03 22:20:31,4.80.4,positive,rating_rule,14
Dita Lyst,Aduh kenapa saya gk bisa login akun saya  susah banget login nya padahal sinyal jaringan saya bagus Tapi ko susah banget login ny,1,2023-12-21 14:52:05,4.80.4,negative,rating_rule,129
Pri Hadiyanto,saldo hilang g bs baliktak unistal aja,1,2024-01-03 17:27:40,4.80.4,negative,rating_rule,38
Rizky Rianto,parah amat nih aplikasi pulang kerja mau buru buru sampe rumah mau buka go ride malah ngecrash ga muncul muncul bkin stres woi,1,2023-12-21 14:59:57,4.80.4,negative,rating_rule,126
Endra Kusuma,Awalnya sy kasih bintang 5 sy turunkan jadi 2 udah komplen soal gopaylater tp jawaban nya sama seperti yg ada di aplikasi Rp1 cukup buat apa bos hadeuh,2,2024-01-03 16:44:51,4.80.4,negative,rating_rule,151
okky hamdani,Tidak bisa menikmati fitur Gopaylater lagi seperti dulu sudah berulang kali daftar namun selalu ditolak,1,2024-01-04 01:08:09,4.80.4,negative,rating_rule,103
Irwanarci Love,Aplikasi tolol ngisi emoney saldo kepotong ke kartu ga masuk status selesai Buat yg top up emoney jngn disini ga jls,5,2024-01-03 16:19:51,4.80.4,positive,rating_rule,116
Lambok Lambok,Susah sekali dapat gojek untuk sekolah aj gk bisa,1,2024-01-04 00:56:48,4.80.4,negative,rating_rule,49
Tabua Pasona,Kasih full bintang,5,2024-01-04 00:53:24,4.80.4,positive,rating_rule,18
teuku fadel,Mahal dan jangan pernah dipakai paylater nya penawaran nya yang easy riba semua,2,2024-01-04 00:33:45,4.80.4,negative,rating_rule,79
Erdi Siswanto,Drivernya sering membatalkan sepihak,1,2024-01-03 16:31:21,4.80.4,negative,rating_rule,36
Indo Diy project,Min biasa lancar transakti pke gojek Skrng parah bngt knp nih Stlh pke gojek terbaru  Sblmnya lancar jaya,1,2023-12-21 14:40:31,4.80.4,negative,rating_rule,105
Andi Kurniadi,Lah ini kenapa Mau beli pulsa loading terus pas mau pembayaran Udah diupdate juga aplikasi terbaru awalnya kirain salah jaringan pas dites normal nyatanya aplikasinya yg gk bener,1,2023-12-21 14:46:17,4.80.4,negative,rating_rule,178
rosa tirecord,GOPAY PINJAM sangat2 mengecewakan,1,2024-01-03 16:55:37,4.80.4,negative,rating_rule,33
Mulyadi Sampit,Gk bisa kirim ke siapa pun pdahal kemarin enak enak aja,1,2023-12-21 14:59:50,4.80.4,negative,rating_rule,55
Agus Rian,EMANG PARAH INI APLIKASI  340 RIBU CUMA DI AMBIL BUAT ILAN DOANG KUARANG AJAR,1,2024-01-03 17:19:06,4.80.4,negative,rating_rule,77
Charlina Wernes,minimal diperbaiki ya kalau hujan tuh cepetin dapet drivernya kalau lagi buru buru gmn jangan lama kek gini mau kemana mana ae susah,1,2024-01-04 00:10:58,4.80.4,negative,rating_rule,132
hanifah rizky,nyebelingabisa login jaringan kurang stabil katanya padahal normal aja buat buka sosmed dll lancar,1,2023-12-21 14:57:50,4.80.4,negative,rating_rule,98
miswanto wanto,pelayanan bagus dan ramah,5,2024-01-04 00:00:48,4.80.4,positive,rating_rule,25
asep ruhimat (Mamat),Membingungkangopaylater dan gopaypinjamtiba tiba di blok dg alasan telat pembayarankapan telatnya Mksh atas tanggapan bintang saya kembalikan 5 kembali 3 bintang Tidak ada penjelasan penyelesaian pdhl sederhana tinggal jawab saja kenapa di blokir gopaypinjam dan gopaylater nya,3,2024-01-03 17:25:59,4.80.4,neutral,rating_rule,277
Nasywa Alikha,jarang kasih gratis ongkirhanya menguntungkan aplikasi nya saja,1,2024-01-03 12:51:58,4.80.4,negative,rating_rule,63
Rohman Abdur,Pelanggan tidak bisa chatt tokonya,1,2024-01-04 03:28:58,4.80.4,negative,rating_rule,34
Silvia Hartini,Pokonya puas bgt pake gojek,5,2024-01-04 05:34:41,4.80.4,positive,rating_rule,27
Ibnu Agil,Skrg dpt driver lama,4,2024-01-03 10:08:34,4.80.4,positive,rating_rule,20
Mas Duts,KNTL kaga bisa login udah nunggu 1 hari,1,2023-12-21 14:20:43,4.80.4,negative,rating_rule,39
Vera Aurelia,Saya tidak pernah telat atau nunggak bayar cicilan gopaylater  Tapi kenapa gopaylater saya tidak bisa digunakan  Limit masih banyak  tolong kasih penjelasannya,2,2024-01-03 10:10:55,4.80.4,negative,rating_rule,159
Wahyu Nugroho,Aplikasi mudah di jangkau di manapun,4,2024-01-03 10:11:14,4.80.4,positive,rating_rule,36
faiz yusuf,semoga lebih baik lagi,5,2024-01-03 10:22:04,4.80.4,positive,rating_rule,22
Budi Santoso,Sy senang pakai gojek,5,2024-01-03 10:22:21,4.80.4,positive,rating_rule,21
Yuds 73,Cepat saji,5,2024-01-03 10:30:05,4.80.4,positive,rating_rule,10
qin seh,Cocok ni bintang buat aplikasi yg suka blank,1,2023-12-21 14:21:33,4.80.4,negative,rating_rule,44
Nakaz AMV,Ga ngapangapain kartu ke blokir ntaps lah gojek yang lain aman aman saja pindah sebelah aja deh,1,2024-01-03 10:31:32,4.80.4,negative,rating_rule,95
Ekarini Luh,Bpk drivernya baik,5,2024-01-03 10:33:53,4.80.4,positive,rating_rule,18
Modo Fudo,Siklus baru gopaylater sekarang gk kayak dulu lebih enak dulu yang sekarang tidak semua bisa menggunakan gopaylater terus siklus jangka pembayaran 8 Desember jatuh tempo 1 Januari lebih dari 2 hari 50000 nyiksa banget klau dlu jatuh tempo 5 Januari denda keterlambatan 2000 perhari saya kecewa dengan siklus sekarang mana ada gajian tanggal 1 mungkin ini transaksi terakhir saya menggunakan gopaylater karena sangat kecewa,1,2024-01-03 10:35:28,4.80.4,negative,rating_rule,422
Suraida Susanti,Senang pake aplikasi gojek Selain tuk penjemputan motormobil dan pembelian makanan Bisa juga tuk pembelian karcis kereta khususnya KRL dgn gotransit,5,2024-01-04 05:19:48,4.80.4,positive,rating_rule,148
Aditya Yuda Anandhika,PplppqlPqlq plq Pa a qap 1,3,2024-01-03 10:38:29,4.80.4,neutral,rating_rule,26
Fenola Masta,Gak bisa pas mau dipake,1,2023-12-21 14:20:17,4.80.4,negative,rating_rule,23
Achmad Kurniawan,Saya pesan gofood bayarnya pake gopay ngga express juga giliran yang cash gercep banget di ambil giliran dibayar pake gopay malah susah banget dapet driver nya Udah di cancel 3x di chat ga ada respon giliran ga di kasih rating ngamuk nanti tolong untuk gojek bereskan masalah soal driver sering cancel,1,2024-01-03 10:05:17,4.80.4,negative,rating_rule,301
Lian Lee Buddhistarts,Titik dah bener pas mesan lari kemanakok error,3,2023-12-21 14:18:37,4.80.4,neutral,rating_rule,46
Bintang Teknik,Tagihan play later dilihat tgl1 pas jatuh tempo aplikasi erorr skrng tgl 3 baru bisa buka sdh didenda 50000 Cuuuukkk,1,2024-01-03 09:48:24,4.80.4,negative,rating_rule,116
Asih Kriswan,Gx2236 BBM yl8orls,4,2024-01-03 09:16:47,4.80.4,positive,rating_rule,18
Fadly Duta,Kok kgk bisa beli pket internet sih di my Telkomsel,2,2024-01-04 06:56:56,4.80.4,negative,rating_rule,51
Ahmad Hidayat,mantul,5,2024-01-04 06:47:29,4.80.4,positive,rating_rule,6
Malia Lee,blakangan kecewa customer anak sultan tp diskonnya dikit kalo mau diskon byk hrs paylater pake gopay seringan diskon ongkir cuma 2ribu,3,2024-01-04 06:46:40,4.80.4,neutral,rating_rule,134
Moch Fadilah,Susah kebuka sekarang kenapaya,5,2023-12-21 14:09:44,4.80.4,positive,rating_rule,30
Rian Yudha,Sinyal bagus tapi aplikasi lemot makin lama makin parah ini aplikasi  baru aja top up rugi lah pake aplikasi ini,1,2023-12-21 14:15:41,4.80.4,negative,rating_rule,112
rivai siregar,bagoes dan tolong donk limit Gopaylater saya diaktifkan lagi krn memang banyak manfaat,5,2024-01-04 06:37:53,4.80.4,positive,rating_rule,86
Deis Nurjannah,bagus aja si,5,2024-01-03 10:02:14,4.80.4,positive,rating_rule,12
Adel Gunawan,Promo nya mantappp,5,2024-01-04 06:14:04,4.80.4,positive,rating_rule,18
Lanal Gareng,Mau masuk aja ribet gimana mau laku ojolnya mending uninstal lagi,1,2024-01-04 06:10:55,4.80.4,negative,rating_rule,65
Little Puppy,ERROR TERUS SIAL HP BAGUS JARINGAN LANCAR CUMA GOJEK YG MUTER2 DOANG APLIKASINYA  SUKA TIDAK MERESPONS TOLONG PERBAIKI,1,2023-12-21 14:11:55,4.80.4,negative,rating_rule,118
Liant Sasaji,Mantabs pokoknya,5,2024-01-04 06:03:04,4.80.4,positive,rating_rule,16
videolucu store,Gagal kirim uang di suruh nunggu bentar  dah 2 jam Masi gak bisa  makin gak jelas nih apk,1,2023-12-21 17:42:21,4.80.4,negative,rating_rule,89
3wulan Sari,Go food murah biaya kirimnya,5,2024-01-03 10:48:59,4.80.4,positive,rating_rule,28
Sunarto ato,Paylater sudah di bayar telat denda jg di bayar kok ngk bs di pakai merasa aneh,2,2024-01-04 03:55:50,4.80.4,negative,rating_rule,79
Candra Taruna,TOLONG intruksikan SEMUA Sopir anda untuk MEMAKAI MASKER Ini Covid mulai mengganas lagi dan sudah makan korban jiwa pula,3,2023-12-21 15:42:44,4.80.4,neutral,rating_rule,120
East Sun,Fitur gotix kok di hilangkan sayang banget pdhl itu fitur fav banget buat beli tiket bioskop gak ribet,1,2023-12-21 15:35:56,4.80.4,negative,rating_rule,102
Yaomi Mayya,Makasih ya gojek selalu kasih diskon gede klo bisa banyakin lagi promo nya ya biar bisa jadi nomor 1 di Indonesia dan aplikasi sebelah cepet nyungsep karena pro israhell love banyak untuk gojek,4,2024-01-04 04:10:26,4.80.4,positive,rating_rule,193
Mumtaaz Mahyra,Cuatomer servicenya lama respontnya,1,2024-01-04 04:08:08,4.80.4,negative,rating_rule,35
Nick,Aplikasinya kok eror yabuka akun sendiri gk bisaloading mulukenapa min,1,2023-12-21 14:30:09,4.80.4,negative,rating_rule,70
Raaina Vidya,Kok sekarang pakai gofood jelek banget yak Statusnya digantung gak jelas Nunggu makanan jauh lebih lama dari estimasi tp ujungnya dibatalin,1,2024-01-03 12:36:10,4.80.4,negative,rating_rule,139
Azzaky Reza,gotix hilang udah update terbaru payah ni,1,2024-01-04 04:21:33,4.80.4,negative,rating_rule,41
Purnomo,Gak jelad,1,2024-01-03 12:38:18,4.80.4,negative,rating_rule,9
Hellen Lastfitriani,Ubah lokasi dari jauh ke tempat yg lebih dekat knp sama harga nya Rugi saya Gojek gak profesional,1,2024-01-04 03:43:09,4.80.4,negative,rating_rule,97
Robert Aldo Jaya Manurung,Mantap membantu,5,2024-01-04 03:41:37,4.80.4,positive,rating_rule,15
badraussoleh badraussoleh,Lemmod banget sangat mengecewakan,1,2023-12-21 15:23:18,4.80.4,negative,rating_rule,33
Mad Max,Apk berat sering freeze lalu crash beda sama grab ringan dan lancar jaya Dan setelah cek ulasan lain ternyata banyak yg alami masalah serupa Habis merger bukan tambah bagus malah tambah rusak Udah gak laku jargon aplikasi karya anak bangsa pasar butuhnya aplikasi yg bener Saran saya hire engineer yg bener or tinggal tunggu waktu kalian hancur karna menyepelekan customer,1,2024-01-03 12:42:22,4.80.4,negative,rating_rule,372
Muhamad Abdul,Makin parah aje Gk bisa di buka apk nye Pdhal udh isi saldo Gmna ini pihak gojek Lama di tingal pelangan nye dh,1,2023-12-21 15:22:24,4.80.4,negative,rating_rule,111
Doa Ibu,lagi kenapa sii ko eror mulu udh di update sampe tak apus terus login lagi ttep gak bisa tolong lahhh lg perlu bgt,1,2023-12-21 14:29:49,4.80.4,negative,rating_rule,114
sibit daryani,Gojek transportasi paling efisien dan terbaik buat saya dan keluarga,5,2024-01-03 11:12:58,4.80.4,positive,rating_rule,68
Ariyanti Armad (Bunda Nawawi),Tepat waktu dan ramah terimakasih,5,2024-01-03 11:45:51,4.80.4,positive,rating_rule,33
Ratna Dianawati,Ini gmn apk ga bisa order bru aja isi gopay,1,2023-12-21 14:26:12,4.80.4,negative,rating_rule,43
Rizka Dwimyati,Cepat baik banyakin lagi discountnya,5,2024-01-03 11:15:57,4.80.4,positive,rating_rule,36
Anni Yuliati,Driver ramah info jelas,5,2024-01-03 11:19:31,4.80.4,positive,rating_rule,23
GemmaAst Motovlog,gopaylater di blokir info ga clear gajelas CS ny robot pula udah bener pake ni apps cm buat beli makan aja udah ga usa ngeluarin paylater2an,1,2023-12-21 17:06:09,4.80.4,negative,rating_rule,140
Anthony Adi,Lama sekali sekarang waktu untuk pesan gofood minimal setiap pesanan butuh 45 menitan Wasting time,2,2024-01-03 11:41:01,4.80.4,negative,rating_rule,98
Farellio Musa,Jatuh tempo tgl 1 Saya byar tgl 4 plus denda 50 ribu Sudah dibayar eh diblokir pula paylaternya Konyol MKIN kesini paylaternya Si GOJEK MENYUSAHKAN TIDAK SEPERTI SBLUMNYA PAYLATER MAB BABI Auto UNINSTAL,1,2024-01-04 04:27:45,4.80.4,negative,rating_rule,202
Christopher Sterianto,Gopaylater saya tidak bisa digunakan padahal limit masih full dan tidak pernah telat bayar cicil,3,2024-01-03 11:47:07,4.80.4,neutral,rating_rule,96
Desi Aidayati,Tolong dong gopaylaternya di aktifin lagi,5,2024-01-03 12:13:26,4.80.4,positive,rating_rule,41
Monika Citra Manurung,Dena 1 hari 50000 Padahal pemakaian cuma 169500 Lalu sudah di bayar sampai ini hari ketiga dibilang gak lunas juga Padahal mau hapus akun Aplikasi apa ini  Denda cepat kali diproses Giliran udah bayar dan mau hapus akun sampai sekarang gak bisa karna dibilang belum lunas,1,2024-01-04 04:24:44,4.80.4,negative,rating_rule,271
Saeun Rudianto,Memang gobok onliin yg terbaik di indonesiasaya usul minta gobok di banyumas diadakangobok angkut barang Seperti dijakartatrima kasiih,5,2023-12-21 16:57:41,4.80.4,positive,rating_rule,134
Timbul torus,Sudah mengalami perbaikan Perlu ditambah lagi promo nya,5,2024-01-04 04:22:15,4.80.4,positive,rating_rule,55
Doni Saputra,Makin lama makin parah gojek ini Bukan nya makin lama makin bagus tapi malahan semakin jelek,1,2023-12-21 14:28:53,4.80.4,negative,rating_rule,92
sakti silla jayanti,Sedih sekali Mau masuk ke aplikasi gojek syusahnya poll Kendala saya no hp sudah ganti email katanya tidak terverifikasi mau masuk harus inget 2 orderan terakhir di gojek Padahal semenjak pandemi saya off ngga pakai aplikasi gojek lagi Qodarullah saya lupa 2 transaksi terakhir saya Saya mau hijrah dari grab ke gojek malah syusahnya luar biasa Email bolak balik jawabnya sama disuruh cek halaman laporan saya Bagaimana mau lihat halaman laporan saya Masuk saja ngga bisa Mohondipermudah,2,2024-01-03 11:53:10,4.80.4,negative,rating_rule,487
Pkonda77,Gojek paling mantap,5,2024-01-03 12:04:35,4.80.4,positive,rating_rule,19
Robi Anto,gaada notip dibatalin ahh betmutt,1,2023-12-21 16:31:25,4.80.4,negative,rating_rule,33
abi sasya,mudah murah cepat parktis,5,2024-01-03 01:18:02,4.80.4,positive,rating_rule,25
Muhammad Nafi'an,Ahh gjelas udah laporan berkali masih aj Bolot bonus Kouta zona blm masuk,1,2024-01-04 14:56:34,4.80.4,negative,rating_rule,73
Royal Studio (Ari Mindhi),Akun saya dibekukan Tanpa Sebab  ada dana Gopay 200rb  Saya sumpahkan agan GOTO Pailit,1,2024-01-05 13:16:23,4.80.4,negative,rating_rule,86
Dicky Tri Hastomi,Kenapa akun saya masih di blok,5,2024-01-05 04:59:51,4.80.4,positive,rating_rule,30
Puri Handayani,Gopaylaternya boleh digunakan gak siihhhhhh,2,2023-12-22 09:18:33,4.80.4,negative,rating_rule,43
Hendri Puri,Banyak ruginya download aplikasi ini uninstall aja bikin ngelag kantong ama hp,1,2024-01-02 09:28:10,4.80.4,negative,rating_rule,78
Ujang Aris munandar,aduh ini kenapa min buru mw d pake saldonya eh malah bermasalah di update masih belum bnr jga,2,2023-12-21 12:22:36,4.80.4,negative,rating_rule,93
Anye s,gokil sih,5,2024-01-05 05:59:20,4.80.4,positive,rating_rule,9
AlmiraSiti Maharani,bingung banget deh ya saya habis isi gopay memang ada motifnya masuk tapi setelah saya buka gopay udh 2 jam ngelag dan saldo tetep sama tidak nambah gimana ya tolong ini juga ngelag,1,2023-12-21 12:23:22,4.80.4,negative,rating_rule,181
Heri setiadi,salah douwnload aplikasi eror,1,2023-12-21 12:25:17,4.80.4,negative,rating_rule,29
Mitroatin Mitroatin,puas banget aplikasi ini sangat membantu,5,2024-01-05 05:37:50,4.80.4,positive,rating_rule,40
Cristianus Steven,Terpaksa pakai aplikasi gojek hanya karna ingin pesan goride udh gk mau pesan gofood krn gak sesuai dg titik antar kdg mesan sruh antar ke titik nh mlh antr ke t4 lain gocar juga gt kdg minta jmput sesuai titik mlh jmput ke t4 lain mkin update mkin parah bkn mkin berubah,1,2024-01-02 09:36:26,4.80.4,negative,rating_rule,271
Zainul Umam,Eror truss,1,2023-12-21 12:27:39,4.80.4,negative,rating_rule,10
Yulmarina,Hari ini aku kecewa berat sama gojek belum menulis tujuan harga udah keluar duluan harga dari mana itu ada tulisan one tap membuat harga lebih mahal katanya voucher malah kok mahal,2,2024-01-05 05:25:40,4.80.4,negative,rating_rule,180
Ridwan Budiman,Okelah,5,2024-01-02 09:44:58,4.80.4,positive,rating_rule,6
Silvia Anggreani,Gopay later telat 1 hari denda ga masuk akal masa tagihan 50 rb denda 50 rb tnp konfirmasi terlebih dahuluKAPOKKK,1,2024-01-02 09:06:44,4.80.4,negative,rating_rule,113
AzamAnime,menyalamatkan kekasihku yang lagi sakit,5,2024-01-05 06:09:56,4.80.4,positive,rating_rule,39
Pengguna Google,Sudah hampir 7th pake gojek Tp skrg lbh banyak kecewa Krn sdh spt dulu pelayanan aplikasnya Gopay later ada saldo tp tdk bisa di pakai Padahal trbayar lunas sblm waktunya Setelah berpindah ke MAB,2,2024-01-05 06:14:13,4.80.4,negative,rating_rule,195
Kadek Natalia,Sekarang kok ssh cari driver di gojek yaaa,5,2024-01-02 08:27:13,4.80.4,positive,rating_rule,42
Firliana Refki Anjani,Makin kesini pelayanan gojek makin  order gocar pas kemaren ke Lembang posisi ga terlalu jauh dari tempat saya di aplikasi sekali berangkat 160 ribudia minta PP 600 ribu gila sekali nembak ga kira2 Harga 4 lipat dari biasanya Yg kedua order makanan driver nya ga gerak lama bgt buang waktu nunggu setengah jam lebih Akhirnya suruh nyuruh driver baru Drivernya makin kesini makin ga attitude blm apa2 dah Meres abis2an,1,2024-01-02 08:19:57,4.80.4,negative,rating_rule,417
Sri Redjeki,Sy memang sering naik gojekgocar krn sy percaya bs memberikan pelayanan yg terbaik utk pelamggannya Terimakasih yaa Semoga selalu sukses,5,2024-01-05 06:38:34,4.80.4,positive,rating_rule,136
Karlina Kusuma,Kecewa deh sama gojek setiap mau carik driver knp saya ndk dpt2 driver emng apa salah saya cumk biar dpt driver aja susah bngt Baru mau dpt driver baru otw bntr udh di cancel aja Kesalahannya dimna cbk tlong jelaskn kenapa sush bngt buat dapetin driver,2,2024-01-02 08:26:47,4.80.4,negative,rating_rule,252
Ziggy Ziggy,Denda 50000 untuk keterlambatan 4 hari wow belanjaannya saja tidak seberapa makin bobrok harus dilaporkan ke OJK,1,2024-01-05 06:36:29,4.80.4,negative,rating_rule,112
Gibran Juliano Syam,Kemampuan Paylaternya kurang memuaskanmasih lebih baik paylater yg dulu,2,2024-01-05 06:35:37,4.80.4,negative,rating_rule,71
Elroyeni Mariana,saya tidak bisa login App Gojek mohon bantuannya terima kasih,5,2024-01-05 06:33:38,4.80.4,positive,rating_rule,61
Rahma Maidya,Saya kecewa dengan pelayanannya,1,2024-01-05 06:31:30,4.80.4,negative,rating_rule,31
dek ari,Limit segitu trus gopaypinjam gk ada perubahan,1,2024-01-02 08:31:05,4.80.4,negative,rating_rule,46
Pengguna Google,Kenapa ya mungkin ada yang tahu beberapa hari terakhir ini driver gocar selalu membatalkan pesanan Padahal sebelumnya tidak pernah Jengkel ke sayanya juga Awalnya pesanan diterima dan disuruh nunggu Udah nunggu malah dibatalin Waktu siasia banget nungguin manusia gak niat kerja,1,2024-01-02 08:33:35,4.80.4,negative,rating_rule,278
oman Skuyy,Gofood plus nya bayar langsung langganan baru tau pas udh kelar langganan malah di perpanjang otomatis gopay lagi butuh ATM gada sumpah kapok langganan gofood plus,1,2024-01-05 06:24:40,4.80.4,negative,rating_rule,163
Dino ganong,Mantul cepet,5,2024-01-02 08:33:50,4.80.4,positive,rating_rule,12
Billal Billal,Ga bsa transfer ke pengguna gopay lainya,1,2024-01-02 08:51:27,4.80.4,negative,rating_rule,40
Rafi Asyura,Bagus min,5,2024-01-02 09:00:33,4.80.4,positive,rating_rule,9
edison Marpaung,Luar biasa,5,2024-01-05 05:21:17,4.80.4,positive,rating_rule,10
Ilham Bahihaky,Tidak pernah dapat promo fak lah,1,2024-01-02 09:51:37,4.80.4,negative,rating_rule,32
Vega amelia,Saya sudah lama pakai gojek awalnya enak KEMARINNYA TOP UP GOPAY 50 BELUM DIPAKE SAMA SEKALI TIBA TIBA KEPOTONG JADI 16000 KEPOTONG 34000 APK GAKJELAS,1,2023-12-22 02:50:13,4.80.4,negative,rating_rule,150
Fathurrahman Bintang R,Banyakin promo please,5,2024-01-05 04:56:58,4.80.4,positive,rating_rule,21
Hanisa Aulina Zalfani,The best apk,5,2024-01-02 10:21:06,4.80.4,positive,rating_rule,12
Asephyryan Ryan,Saya pikir gopay amanah Tenyata saldo gopay yg baru saya isi hilang seperti di telan bumiAplikasi tidak amanah,1,2024-01-02 10:22:16,4.80.4,negative,rating_rule,110
Endang Supriyatna,Membantu dan memudahkan transportasi dan transaksi pembayaran,5,2024-01-02 10:32:50,4.80.4,positive,rating_rule,61
Putra Winatasila,Gojek langganan keluaarga seluruh keluarga saya,5,2024-01-02 10:46:16,4.80.4,positive,rating_rule,47
Rheea Shidqia,Nemuiin drivernya sat set  saya suka  makasi sudah membantu,5,2024-01-02 10:52:50,4.80.4,positive,rating_rule,59
Yuliana Baru,Selesai diupdate malah gk bs dibuka samsek,1,2023-12-21 12:39:51,4.80.4,negative,rating_rule,42
Adim Lee,Go food nya error tolong di perbaiki,2,2024-01-05 03:19:50,4.80.4,negative,rating_rule,36
Novika Han,Kebantu bgt sm gojek,5,2024-01-02 11:04:42,4.80.4,positive,rating_rule,20
Beni Putra,mengecewakan,2,2024-01-05 03:15:56,4.80.4,negative,rating_rule,12
Aang junior da silva,Mulai gak jls klau pake hemat sllu gak bisa untuk apa di adakan hemat klw tdk bisa di gunakan,1,2024-01-02 11:04:58,4.80.4,negative,rating_rule,93
ro nix,bikin costumer susah aja ini ada kendala di map nya gk bisa cek lokat tujuan sesuai tempat yang ada di mapdan tiba tiba ada di patokan lain anehminta tolong dong biar gk susah ribet banhett,1,2024-01-02 11:48:12,4.80.4,negative,rating_rule,189
Nurul hanijah,Gopey later saya koqdi blokir,3,2024-01-05 03:14:29,4.80.4,neutral,rating_rule,29
